rating,comment
1,"En general es buen producto, pero viene con un hoyo que espero no se haga más grande."
0,La verdad esperaba más.
0,Demasiado frágil no es buena calidad.
0,Me párese débil.
1,Excelente es la medida perfecta 👌.
1,"El material es de baja calidad, al armarla o al ponerla se nota que esta pandeada, se nota que es frajil solo al armarla, no me gustó, no cumplió mis espectativas."
0,Frágil y de mala calidad lo barato sale caro no lo volvería a comprar.
1,Es una mesa práctica para lo que es simple y sencillamente no recomiendo la mala práctica de tratar de sentarse sobre ella ya que si se ve un poco frágil por el precio pues está bien y por cierto usala solo para ti no la prestes por qué la gente no cuida las cosas ajenas.
1,Recomendable.
1,Para el precio y lo esencial q es puedo decir q esta muy bien nada más que veo q los de paquetera la golpearon pero todo bien me gusto mucho.
1,Para lo que la voy a ocupar esta excelente.
1,Se me hiso mui delgado el material. Pero cumple con su funcion.
0,Material sumamente fragir. He comprado otras mesas por precio similar pero que son más resistentes.
0,A dos días de usar la mesa solo con documentos y una laptop se empezó a vencer del centro.
1,Excelente producto.
1,Pues más o menos la calidad y resistencia si se pandea con poco peso pero con cuidado puede durar un poco mas.
1,Excelente producto fácil de armar lo recomiendo.
1,"Muy buen producto, material resistente."
1,"Muy buen producto, las medidas son exactas, el precio es muy bajo, lo recomiendo."
1,"Amplia, buen material."
1,Excelente.
1,"No está mal el producto, pero si vienen muy delgadas ya quisas por el asustó que son tipo portafolio."
1,Excelente producto tal cual eran mis expectativas.
1,"El tamaño es perfecto, estaba bien protegida muchas gracias."
1,"Excelente material, resistente 👍."
1,"Lo use para el cumpleaños de mi hijo , es fragil traia un golpe pequeño, no soporta pesado , si la quieres para renta de evento no serviria por el trato que pudieran darle."
1,Excelente producto!.
1,
1,"Muy práctica, solo que si le cae comida es difícil quitarle las manchas."
0,Viene mal armado en la parte de las patas.
1,"Bueno por el precio, no creo que aguante 130kg como especificado, pero para mi uso está excelente."
1,"La base de la mesa, es muy frágil espero que resista."
1,Buena calidad y tamañao.
0,Mi producto venía roto pensé voy dándome cuenta me podrían ayudar por favor?.
1,Mi producto me pareció muy bonito y fuerte y fácil intalación.
1,Me gustó es práctica y no ocupa mucho espacio el material es bueno.
1,"Viene muy frágil, pero es relativo al precio! incluso traía un tornillo fuera del lugar que le correspondia."
1,Es de exelente calidad nadamás q por la paquetería se abollo un poco pero ningún detalle más.
0,"La mesa se me entregó con un golpe muy notorio pero, así la utilizaré ya que era de emergencia."
1,
1,Muy buena calidad y buen precio.
1,
0,Me salio con defecto.
1,"Lo armé y es de buen tamaño. Funciona tanto para interior como exterior. Es muy cómodo ya que se dobla, así se guarda más fácil 👍🏼."
1,"Muy buenos y bonitos, aunque recién colgando la ropa se rompieron unos. No son tan resistentes como parecen."
1,Tenia miedo que no fueran las 50 pzs por relación al precio pero si vienen las 50 y con gacho giratorio buena compra.
1,
1,"Son de excelente calidad y llegan completos, son muy estéticos para exhibir las prendas."
1,Exelente me gustaron mucho.
1,Estan preciosooooooos me encantaron excelente compra.
1,"Le da un toque elegante a mi closet, me encantaron! soportan mucho peso, son de muy buena calidad, los amé!."
1,"Me gustaron mucho, ahorra espacio y se ve organizado, compraré mas definitivamente."
1,Excelente.
1,"Me gustaron, se ven resistentes."
1,Buen acabado aunque el cuerpo aterciopelado es en algún plástico al interior.
1,Si son de terciopelo están muy bien para no rasgar las prendas delicadas y son 50 a buen precio.
1,Muy buen materil y bonitos. Excelente precio. Muy recomendable.
1,Buena calidad.
1,Los ganchos están geniales me ahorraron espacio. Son ligeros y de buen material me han gustado mucho pediré más sin duda.
1,"Excelente opción, me encantaron."
1,Exelente producto.
1,"Resistentes y elegantes, los recomiendo."
1,Realmente me gusto.
1,"Excelente, vale el precio por la calidad y cantidad."
1,"Es buen producto, las blusas o prendas no se deslizan."
1,"Es de terciopelo, resistentes."
1,"Tal como viene en la descripción, muy buena calidad."
1,"Me gustaron muchísimo y la verdad son bastante económicos comparados con otros lados, están bastante firmes y valen mucho la pena."
1,
1,"La verdad están hermosos, y la calidad con respeto al precio es buena, son suaves, buen tamaño, resistentes y quedan bien, organice toda mi ropa y más,."
1,"Muy bonitos, la ropa no se resbala!! buen tamaño!!."
1,"Son delgados , y sin muy prácticos me encanto el producto.
Y por su precio también me gustó económico."
1,"La verdad quedé muy satisfecha 😁, excelente producto si son resistentes."
1,Es súper buena la calidad. Me encantaron.
1,"Muy bonitos , me vinieron en buen estado 😻."
1,Excelente producto buen precio funcionales y buen diseño los recomiendo.
1,"Ideal para jerseys de fútbol, antideslizantes, prácticos y poco espaciosos."
1,Cumple con las especificaciones.
1,Súper precio y muy buena calidad.
1,"Super buenos!! no se doblan, tienen buen agarre."
1,Se los compré a mi esposa y le gustaron por el espacio que se haorra en el clóset.
1,
1,"Se ven muy bonitos, poquito mas grandes que un gancho común. La ropa no se resbala."
1,Muy resistentes :).
1,Excelente producto.
1,Excelente calidad. Muy buen precio y muy elegantes.
1,Están hermosos.
1,Super de buena calidad 👌🏻.
1,Excelente encargare otra caja.
1,Se ven geniales.
1,"Muy práctico, reduce mucho el espacio por ser ganchos delgados, y la ropa ya no se resbala. Buena compra."
1,"De muy buena calidad, la ropa no se resbala y resisten bastante bien."
1,"Resistentes, elegantes y muy prácticos ya que se gira el gancho y es más fácil de acomodar la ropa."
1,Muy buen producto.
1,"Muy útil y de buena calidad, recomendados!."
1,"Es un artículos de exelente calidad, resiste mucho peso.
Y por el precio que pareció bastante bien."
1,Looooos mejores super recomendados vienen bastantes a muy buena calidad por el precio.
1,Escogí un excelente producto.
1,"Excelente producto, lo recomiendo!."
1,Super🩵.
1,Están hermosos y de calidad.
1,Es bastante util y mejores que los de plástico.
1,"Los ganchos son de excelente calidad y los encontré a un súper precio, los volvería a comprar."
1,Relacion precio calidad.
1,Excelente me gustaron mucho.
1,Excelente.
1,"Muy buena compra, excelente producto."
1,"Justo como dice la descripción, son de excelente calidad."
1,Súper práctico y están muy bonitos.
1,Son buenos los recomiendo y baratos mejor que los de plástico muchísimo.
1,"Están delgados, pero están bonitos."
1,"Excelente compra, pediré mas."
1,Excelente calidad cumple con mis espectativas.
1,Muy buen producto me encanto el precio y calidad exelente.
1,Resistentes y bonitos.
1,Muy bonitos.
1,"Resistentes, antideslizantes, elegantes.
Todo lo que necesitas para lucir elegante y estético tu armario está aquí."
1,"Están super padres, tal como la imagen."
1,Tiene las 3 b.
1,Excelente.
1,"Me encantaron, resistentes y excelente calidad. Lo super recomiendo y los volveré a comprar."
0,"El grancho tiene buen acabado, pero se rompe con mucha facilidad, no soporta prendas pesadas."
1,"Excelente producto, de muy buena calidad y precio."
1,Buena calidad resistente y ninguno en mal estado.
1,Cumple su funcion.
1,Salen muy buenos.
1,De muy buena calidad y buen precio.
1,Es lo que esperaba.
1,"Se ven bien, solo que son delgados."
1,"Muy buen material, delgados pero cumplen su objetivo."
1,"Me gustaron, buen materia, idéntico al de la foto."
1,De.
1,Buen producto.
1,Muy buenos ganchos no maltratan la ropa por lo aterciopelado qué tienen recubierto en el cuerpo el gancho y el gancho de metal.
1,Muy buenos.
1,"Acorde a lo especificado, buena calidad de producto."
1,Buen producto.
1,Excelente!😍😍.
1,Excelente.
1,Súper bien precio calidad y el ganchito gira 360 grados y lo hace súper práctico.
1,"Me gustaron mucho solo que se despega el ganchillo de la base, debería ser más resistente x que no se como pegarlo."
1,Buena calidad.
1,"Me gustaron mucho para la ropa más delicada, están muy bonitos de buen tamaño y se sienten resistentes."
1,Por el precio es una excelente opción es el segundo paquete que compro y sin ningún detalle :).
1,Muy bonitos.
1,"Me encantaron, son de buen material."
0,Malísimo no aguantan nada se rompen muy fácilmente la verdad es un muy mal producto.
1,Excelente muy buena calidad.
1,Recomendado.
1,Excelente calidad.
1,Excelente producto empacado y sellado y muy buena calidad vs precio 100% reconendado.
1,Excelente.
1,Me gustaron aunque los siento un poco delgados.
1,Excelente producto. Nos encantaron. Resistentes y de buen agarre con su terciopelo.
1,Me pareció un gran producto con excelente relación calidad precio.
1,Buena calidad.
1,La ropa no se resbala aparte se ser muy duraderos y de muy buenas calidad.
1,Muy buenos y elegantes.
1,"Excelente calidad, lo recomiendo en verdad."
1,Excelente.
1,Muy buena calidad.
1,"Excelente precio, son un poco delgados pero de buena calidad."
1,Le gustaron mucho a mi esposa muy bien.
1,Son excelentes en cuanto a tamaño resistencia me gustaron y me ayudan mucho solo me gustaría que pusieran una promoción porque sí están en cuanto al precio se me hacen caros.
1,"Para el precio la verdad está bien. Es fácil de armar y se ve estable. Lo único que no esperaba es que los estantes son como de lona. Están bien para lo que lo voy a usar (poner toallas y papel de baño, tal vez un canasto pequeño), debido a que mi baño es un poco pequeño necesitaba este estante para poner muchas cosas y la verdad este mueble me gusto bastante es de bastante calidad."
0,"Muy endeble, se ve mucho mejor en las fotos, las repisas son de hule. Los tubos y las uniones de plástico."
1,"Nos encanto este toallero, fue muy fácil de armarlo y se ve resistente al tacto. Se ve hecho de materiales de calidad. Tiene una muy buena relación precio calidad. Aunque esta recomendado para colocarlo en el baño, se puede colocar en otra área de la casa. Se ve elegante en su color y modelo. Lo recomiendo para adquirirlo a un bajo precio."
1,"Relación calidad y precio es buena, es un estante para baño práctico, fácil de armar si herramienta, básico y sencillo, no le puse 5 estrellas porque son de tela plástica griesa los entrepaños así que no puedes poner botellas como shampos, más bien canastas con accesorios, toallas, papel higiénico."
1,"Lo compre porque tenia muchas cositas en el baño que quería tener acomodadas y este mueble viene a satisfacer mis necesidades.
Viene en un color negro que lo hace bastante elegante.
No pesa nada y es muy fácil de ensamblar.
Cabe perfectamente mi taza de baño.
Me viene con unas repisas resistentes para cargar diversas cosas."
1,"Me gustó mucho la verdad si se ve frágil no es para estar moviendo y tal vez requieras fijarlo a la pared pero es espacioso y por su precio esta muy bien, los niveles son como de tela plástica pero si aguantan, se pandean un poco con el peso pero nada que afecte su funcionamiento llevo más de dos meses usándolo y ahora le tengo puesto muchas más cosas que en la foto y todo bien. Lo escogí justo porque tengo un baño pequeño y este le queda bien, los demás estaban muy grandes y más costosos, fue fácil de armar solo debes seguir el instructivo, separar las piezas y listo, lo volvería a comprar pero solo para uso del bañó."
1,"No cabe en el wc es demasiado angosto , lo terminé poniendo como repisa nomás, para el precio no me quejo pero mejor hubiera comprado tres tablas y las hubiera pegado."
0,"La calidad de las repisas es pésima, lo entiendo por el precio, pero prefiero devolverla, si buscan algo muy barato aunque la calidad no sea lo mejor puede ser su producto."
